fish_id,site_id,year,month,day,location,fish_num,species,length,height,Lep_cope,chalA,chalB,Lep_PAmale,Lep_PAfemale,Lep_male,Lep_nongravid,Lep_gravid,Caligus_cope,Caligus_mot,Caligus_gravid,unid_cope,chal_unid,unid_PA,unid_adult,chal_scar,pred_scar,mot_scar,hem,mateguarding,eroded_gill,blue_blotches,pinched_belly,scales,white_eye,Grazed_gill_plate,Lironca,comments
2250,101,2020,5,8,North Meares,20,chum,62,10,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2251,101,2020,5,8,North Meares,21,chum,48,8,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,
2252,101,2020,5,8,North Meares,22,chum,57,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,101,2020,5,8,North Meares,23,chum,40,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,scarred flank
2254,101,2020,5,8,North Meares,24,chum,67,11,1,1,2,,,,,,,,,,,,,2,,,,,,,,1,,,,
2255,101,2020,5,8,North Meares,25,chum,50,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,101,2020,5,8,North Meares,26,chum,54,10,2,,2,,,,,,,,,,,,,2,,,,,,,,,,,,
2257,101,2020,5,8,North Meares,27,chum,46,7,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,
2258,101,2020,5,8,North Meares,28,chum,62,10,,4,2,1,,,,,1,,,,,,,3,,,,,,,,,,1,,
2259,101,2020,5,8,North Meares,29,chum,46,7,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,
2260,101,2020,5,8,North Meares,30,chum,41,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,101,2020,5,8,North Meares,31,chum,60,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,101,2020,5,8,North Meares,32,chum,59,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,101,2020,5,8,North Meares,33,chum,58,9,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
2264,101,2020,5,8,North Meares,34,chum,49,8,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
2265,101,2020,5,8,North Meares,35,chum,54,10,,1,,,1,,,,,1,,,,,,1,,,,,1,,,,,,,
2266,101,2020,5,8,North Meares,36,chum,70,11,,1,1,,,,,,,,,,,,,1,,,,,,,,1,,,,
2267,101,2020,5,8,North Meares,37,chum,63,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,101,2020,5,8,North Meares,38,chum,63,11,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2269,101,2020,5,8,North Meares,39,chum,52,8,,1,3,,,,,,,,,,,,,3,,,,,,,,,,,,
2270,101,2020,5,8,North Meares,40,chum,78,13,1,2,1,,,,,,,1,,,,,,1,,,,,1,,,1,,,,
2271,101,2020,5,8,North Meares,41,chum,59,10,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
2272,101,2020,5,8,North Meares,42,chum,63,10,,2,1,,,,,,1,,,,,,,2,,,1,,,,,,,,,operc
2273,101,2020,5,8,North Meares,43,chum,44,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,101,2020,5,8,North Meares,44,chum,43,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,101,2020,5,8,North Meares,45,chum,53,8,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,
2276,101,2020,5,8,North Meares,46,chum,65,12,,1,3,,,,,,,1,,,,,,1,,,,,,1,,,,1,,
2277,101,2020,5,8,North Meares,47,chum,48,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,101,2020,5,8,North Meares,48,chum,45,7,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,
2279,101,2020,5,8,North Meares,49,chum,81,14,,1,1,,,,,,,,,,,,,1,,,,,,1,,1,,,,
2280,101,2020,5,8,North Meares,50,chum,64,10,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2281,102,2020,5,8,Ritchie Bay,1,chum,63,10,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,
2282,102,2020,5,8,Ritchie Bay,2,chum,58,11,,1,3,,,,,,,,,,,,,1,,,,,,,,1,,,,
2283,102,2020,5,8,Ritchie Bay,3,chum,61,11,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2284,102,2020,5,8,Ritchie Bay,4,chum,63,11,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,
2285,102,2020,5,8,Ritchie Bay,5,chum,59,9,,3,2,1,,,,,,,,,,,,1,,,,,,,,,,,,
2286,102,2020,5,8,Ritchie Bay,6,chum,61,11,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2287,102,2020,5,8,Ritchie Bay,7,chum,63,11,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,fish
2288,102,2020,5,8,Ritchie Bay,8,chum,69,11,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2289,102,2020,5,8,Ritchie Bay,9,chum,60,9,,5,,1,1,,,,,,,,,,,1,,,,,,1,,,,,,
2290,102,2020,5,8,Ritchie Bay,10,chum,60,11,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2291,102,2020,5,8,Ritchie Bay,11,chum,61,10,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,
2292,102,2020,5,8,Ritchie Bay,12,chum,68,13,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,
2293,102,2020,5,8,Ritchie Bay,13,chum,63,10,,1,,1,,,,,,1,,,,,,,,,1,,,,,,,,,jaw
2294,102,2020,5,8,Ritchie Bay,14,chum,59,10,2,4,7,,,,,,1,,,,,,,2,,,,,,1,,,,,,
2295,102,2020,5,8,Ritchie Bay,15,chum,76,14,,1,4,,,,,,,,,,,,,2,,,,,,,,,,,,
2296,102,2020,5,8,Ritchie Bay,16,chum,69,12,,1,1,,1,,,,,,,,,,,1,,,1,,,1,,,,,,flank
2297,102,2020,5,8,Ritchie Bay,17,chum,64,11,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,flank
2298,102,2020,5,8,Ritchie Bay,18,chum,65,10,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,
2299,102,2020,5,8,Ritchie Bay,19,chum,65,10,,1,2,,,,,,1,,,,,,,,,,,,,,,,,1,,
2300,102,2020,5,8,Ritchie Bay,20,chum,66,10,2,4,3,1,1,,,,1,,,,,,,2,,,,,,,,,,,,
2301,102,2020,5,8,Ritchie Bay,21,chum,63,10,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,
2302,102,2020,5,8,Ritchie Bay,22,chum,71,13,,4,,,,,,,,1,,,,,,,,,,,,,,,1,,,
2303,102,2020,5,8,Ritchie Bay,23,chum,69,11,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,
2304,102,2020,5,8,Ritchie Bay,24,chum,60,11,,,2,1,,,,,2,,,,,,,2,,,,,,,,,,,,
2305,102,2020,5,8,Ritchie Bay,25,chum,66,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,102,2020,5,8,Ritchie Bay,26,chum,63,10,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,
2307,102,2020,5,8,Ritchie Bay,27,chum,68,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,102,2020,5,8,Ritchie Bay,28,chum,67,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,102,2020,5,8,Ritchie Bay,29,chum,64,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,102,2020,5,8,Ritchie Bay,30,chum,66,11,,7,,,,1,,,,,,,,,,2,,,,,,,,,,,,
2311,102,2020,5,8,Ritchie Bay,31,chum,55,8,,2,3,1,,,,,,,,,,,,,,,,,,,,,,1,,
2312,102,2020,5,8,Ritchie Bay,32,chum,61,9,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
2313,102,2020,5,8,Ritchie Bay,33,chum,62,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2314,102,2020,5,8,Ritchie Bay,34,chum,62,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,102,2020,5,8,Ritchie Bay,35,chum,82,14,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,
2316,102,2020,5,8,Ritchie Bay,36,chum,66,12,,,1,3,,,,,,,,,,,,,,,,,,,,1,,,,
2317,102,2020,5,8,Ritchie Bay,37,chum,73,12,,,2,,,,,,,2,,,,,,2,,,1,,,,,1,,,,flank
2318,102,2020,5,8,Ritchie Bay,38,chum,76,13,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,gill parasite
2319,102,2020,5,8,Ritchie Bay,39,chum,64,10,2,1,2,,,,,,,,,,,,,1,,,,,,,,,,,,
2320,102,2020,5,8,Ritchie Bay,40,chum,75,13,,1,3,,,,,,,1,,,,,,,,,,,,,,1,,,,gill parasite
2321,102,2020,5,8,Ritchie Bay,41,chum,75,13,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
2322,102,2020,5,8,Ritchie Bay,42,chum,69,11,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,
2323,102,2020,5,8,Ritchie Bay,43,chum,77,12,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,
2324,102,2020,5,8,Ritchie Bay,44,chum,61,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,102,2020,5,8,Ritchie Bay,45,chum,59,9,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,operc
2326,102,2020,5,8,Ritchie Bay,46,chum,78,13,,3,1,1,,1,,,,,,,,,,1,,,,,,,,1,,,,gill parasite
2327,102,2020,5,8,Ritchie Bay,47,chum,66,11,,1,2,,,,,,2,,,,,,,,,,,,,,,1,,,,
2328,102,2020,5,8,Ritchie Bay,48,chum,64,10,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,
2329,102,2020,5,8,Ritchie Bay,49,chum,63,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,102,2020,5,8,Ritchie Bay,50,chum,61,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,103,2020,5,15,Ritchie Bay,1,chum,62,11,,,2,1,,,,,,,,,,,,,,,,,1,1,,,,,,
2332,103,2020,5,15,Ritchie Bay,2,chum,63,11,2,2,,,,,,,,,,,,,,,,,,,,1,,,,,,
2333,103,2020,5,15,Ritchie Bay,3,chum,84,14,,2,2,,,,,,,,,,,,,,,,,,,,,1,,1,,
2334,103,2020,5,15,Ritchie Bay,4,chum,62,10,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,
2335,103,2020,5,15,Ritchie Bay,5,chum,62,11,2,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,
2336,103,2020,5,15,Ritchie Bay,6,chum,72,11,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,
2337,103,2020,5,15,Ritchie Bay,7,chum,61,10,4,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
2338,103,2020,5,15,Ritchie Bay,8,chum,72,13,5,3,1,1,,,,,3,,,,,,,,,,,,,,,1,,1,,
2339,103,2020,5,15,Ritchie Bay,9,chum,68,11,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,
2340,103,2020,5,15,Ritchie Bay,10,chum,71,11,3,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
2341,103,2020,5,15,Ritchie Bay,11,chum,68,11,4,1,1,,,,,,,,,,,,,1,,,,,,1,,1,1,,,
2342,103,2020,5,15,Ritchie Bay,12,chum,72,12,3,1,1,,,,,,1,,,,,,,1,,,,,1,,,1,,,,
2343,103,2020,5,15,Ritchie Bay,13,chum,76,13,,,3,1,,,,,,,,,,,,3,,,,,,,,1,,,,
2344,103,2020,5,15,Ritchie Bay,14,chum,71,11,8,,2,,1,,,,,,,,,,,2,,,,,,,,,,,,
2345,103,2020,5,15,Ritchie Bay,15,chum,72,13,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,
2346,103,2020,5,15,Ritchie Bay,16,chum,62,10,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2347,103,2020,5,15,Ritchie Bay,17,chum,68,12,2,2,,,,,,,,,,,,,,,,,,,,1,,,,,,
2348,103,2020,5,15,Ritchie Bay,18,chum,72,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,103,2020,5,15,Ritchie Bay,19,chum,81,14,,1,2,,,,,,,,1,,,,,1,,,,,,,,1,,,,
2350,103,2020,5,15,Ritchie Bay,20,chum,70,12,6,,3,2,,,,,1,,,,,,,3,,,,,,,,,,1,,
2351,103,2020,5,15,Ritchie Bay,21,chum,66,12,11,3,,,,,,,,,,,,,,2,,,,,,1,,,,1,,
2352,103,2020,5,15,Ritchie Bay,22,chum,70,12,,,1,1,1,,,,2,,,,,,,1,,,,,,1,,1,,,,
2353,103,2020,5,15,Ritchie Bay,23,chum,72,10,2,1,1,1,,,,,1,,,,,,,2,,,,,,,,,,,,
2354,103,2020,5,15,Ritchie Bay,24,chum,68,11,1,2,1,,,,,,1,,1,,,,,,,,,,1,,,1,,,,
2355,103,2020,5,15,Ritchie Bay,25,chum,71,12,6,2,1,,1,,,,,,,,,,,,,,,,,,,1,,,,
2356,103,2020,5,15,Ritchie Bay,26,chum,69,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,103,2020,5,15,Ritchie Bay,27,chum,71,12,,,,,,,,,1,,,,,,,,,,1,,,1,,1,,,,Lower jaw
2358,103,2020,5,15,Ritchie Bay,28,chum,62,11,1,,3,1,,,,,1,,,,,,,,1,,,,,,,1,,1,,scarred flank; fish
2359,103,2020,5,15,Ritchie Bay,29,chum,79,14,2,1,1,,2,1,,,,,,,,,,1,,,,1,,1,,1,,,,
2360,103,2020,5,15,Ritchie Bay,30,chum,66,10,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2361,103,2020,5,15,Ritchie Bay,31,chum,70,12,,1,,1,,,,,,1,,,,,,1,,,,,1,,,1,1,,,
2362,103,2020,5,15,Ritchie Bay,32,chum,56,9,1,5,,,,,,,,,,,,,,3,,,,,,1,,,,,,
2363,103,2020,5,15,Ritchie Bay,33,chum,76,13,2,1,4,1,1,,,,,,,,,,,2,,,,,,,,,,,,
2364,103,2020,5,15,Ritchie Bay,34,chum,72,13,,1,2,1,,,,,,,,,,,,1,,,,,,,,1,,1,,
2365,103,2020,5,15,Ritchie Bay,35,chum,72,12,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,bird x3
2366,103,2020,5,15,Ritchie Bay,36,chum,60,10,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,
2367,103,2020,5,15,Ritchie Bay,37,chum,68,10,3,,3,,,,,,,,,,,,,1,,,,,,,,1,,,,
2368,103,2020,5,15,Ritchie Bay,38,chum,73,11,1,2,1,,,,,,,,,,,,,1,,,1,,,,,1,,,,lower jaw
2369,103,2020,5,15,Ritchie Bay,39,chum,65,10,1,3,4,,,,,,,1,,,,,,2,,,,,,,,,,1,,
2370,103,2020,5,15,Ritchie Bay,40,chum,70,10,2,,,,,,,,1,,,,,,,,,,,,,,,1,,,,
2371,103,2020,5,15,Ritchie Bay,41,chum,64,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,103,2020,5,15,Ritchie Bay,42,chum,76,13,3,,2,1,,,,,1,,,,,,,,,,,,,,,1,,,,
2373,103,2020,5,15,Ritchie Bay,43,chum,68,12,1,,2,,,,,,,,,,,,,2,,,1,,,,,1,,,,CS
2374,103,2020,5,15,Ritchie Bay,44,chum,72,12,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2375,103,2020,5,15,Ritchie Bay,45,chum,63,10,1,,2,,,,,,1,,,,,,,,,,,,,,,,,,,
2376,103,2020,5,15,Ritchie Bay,46,chum,71,12,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2377,103,2020,5,15,Ritchie Bay,47,chum,70,12,2,2,1,,1,,,,1,,,,,,,1,,,1,,,,,,,,,CS
2378,103,2020,5,15,Ritchie Bay,48,chum,60,10,9,1,,1,,,,,,,,,,,,,,,,,1,1,,,,,,
2379,103,2020,5,15,Ritchie Bay,49,chum,68,11,2,1,1,,,,,,1,1,,,,,,1,,,,,1,,,,,,,
2380,103,2020,5,15,Ritchie Bay,50,chum,70,11,2,1,2,,,,,,1,,,,,,,1,,,1,,,,,1,,1,,operculum
2381,104,2020,5,15,North Meares,1,chum,59,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2382,104,2020,5,15,North Meares,2,chum,64,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,104,2020,5,15,North Meares,3,chum,62,11,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,104,2020,5,15,North Meares,4,chum,49,9,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,104,2020,5,15,North Meares,5,chum,48,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,104,2020,5,15,North Meares,6,chum,66,9,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
2387,104,2020,5,15,North Meares,7,chum,52,9,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,
2388,104,2020,5,15,North Meares,8,chum,56,9,1,,2,,,,,,,,,,,,,2,,,,,,,,,,,,
2389,104,2020,5,15,North Meares,9,pink,58,9,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
2390,104,2020,5,15,North Meares,10,chum,50,9,,,2,,,,,,,1,,,,,,2,,,,,,,1,,,,,
2391,104,2020,5,15,North Meares,11,chum,50,8,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2392,104,2020,5,15,North Meares,12,chum,48,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,104,2020,5,15,North Meares,13,chum,45,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,104,2020,5,15,North Meares,14,chum,64,9,,,3,1,,,,,,,,,,,,2,,,,,,1,,1,,,,
2395,104,2020,5,15,North Meares,15,chum,52,10,2,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,
2396,104,2020,5,15,North Meares,16,chum,69,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,104,2020,5,15,North Meares,17,chum,57,10,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,
2398,104,2020,5,15,North Meares,18,chum,47,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,104,2020,5,15,North Meares,19,chum,66,12,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2400,104,2020,5,15,North Meares,20,chum,63,12,2,2,,,,,,,,,,,,,,,,,,,,,,1,,,,
2401,104,2020,5,15,North Meares,21,chum,54,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,gill parasite
2402,104,2020,5,15,North Meares,22,chum,63,9,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,
2403,104,2020,5,15,North Meares,23,chum,67,12,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
2404,104,2020,5,15,North Meares,24,chum,63,10,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
2405,104,2020,5,15,North Meares,25,chum,68,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,104,2020,5,15,North Meares,26,chum,62,10,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,PS; fish
2407,104,2020,5,15,North Meares,27,chum,59,10,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
2408,104,2020,5,15,North Meares,28,chum,59,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,104,2020,5,15,North Meares,29,chum,53,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,104,2020,5,15,North Meares,30,chum,47,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,104,2020,5,15,North Meares,31,chum,73,12,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,
2412,104,2020,5,15,North Meares,32,chum,49,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,104,2020,5,15,North Meares,33,chum,51,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,104,2020,5,15,North Meares,34,chum,60,10,3,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,
2415,104,2020,5,15,North Meares,35,chum,51,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,104,2020,5,15,North Meares,36,chum,52,9,1,,2,,,,,,,,,,,,,2,,,,,,,,,,,,
2417,104,2020,5,15,North Meares,37,chum,57,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,104,2020,5,15,North Meares,38,chum,47,8,1,,2,,,,,,,,,,,,,2,,,,,,,,,,,,
2419,104,2020,5,15,North Meares,39,chum,59,10,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2420,104,2020,5,15,North Meares,40,chum,56,10,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2421,104,2020,5,15,North Meares,41,chum,52,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,104,2020,5,15,North Meares,42,chum,54,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,104,2020,5,15,North Meares,43,chum,43,9,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2424,104,2020,5,15,North Meares,44,chum,54,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2425,104,2020,5,15,North Meares,45,chum,59,11,4,2,1,,,,,,,,,,,,,1,,,,,,,,,1,,,
2426,104,2020,5,15,North Meares,46,chum,61,10,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
2427,104,2020,5,15,North Meares,47,chum,55,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,104,2020,5,15,North Meares,48,chum,49,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,104,2020,5,15,North Meares,49,chum,46,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,104,2020,5,15,North Meares,50,chum,51,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,105,2020,5,15,Cypre River,1,chinook,43,7,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,105,2020,5,15,Cypre River,2,chinook,47,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,105,2020,5,15,Cypre River,3,chinook,51,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,105,2020,5,15,Cypre River,4,chinook,50,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,105,2020,5,15,Cypre River,5,chinook,53,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,105,2020,5,15,Cypre River,6,chinook,57,11,7,2,,,,,,,,,,,,,,2,,,,,,,,,,,,
2437,105,2020,5,15,Cypre River,7,chinook,47,8,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2438,105,2020,5,15,Cypre River,8,chinook,49,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,105,2020,5,15,Cypre River,9,chinook,49,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,105,2020,5,15,Cypre River,10,chinook,51,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,105,2020,5,15,Cypre River,11,chinook,49,10,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2442,105,2020,5,15,Cypre River,12,chinook,46,7,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2443,105,2020,5,15,Cypre River,13,chinook,49,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,105,2020,5,15,Cypre River,14,chinook,52,10,7,,,,,,,,1,,,,,,,,,,,,,,,,1,,,
2445,105,2020,5,15,Cypre River,15,chinook,52,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,105,2020,5,15,Cypre River,16,chinook,50,9,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2447,105,2020,5,15,Cypre River,17,chinook,48,8,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,
2448,105,2020,5,15,Cypre River,18,chinook,48,8,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2449,105,2020,5,15,Cypre River,19,chinook,46,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,105,2020,5,15,Cypre River,20,chinook,47,8,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2451,105,2020,5,15,Cypre River,21,chinook,46,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,105,2020,5,15,Cypre River,22,chinook,59,12,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2453,105,2020,5,15,Cypre River,23,chum,72,12,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
2454,105,2020,5,15,Cypre River,24,chum,59,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,105,2020,5,15,Cypre River,25,chum,73,12,1,,2,,,,,,,,,,,,,1,,,,,,,,1,,,,
2456,105,2020,5,15,Cypre River,26,chum,70,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2457,105,2020,5,15,Cypre River,27,chum,61,10,1,,1,,,,,,,,,,,,,1,,,,,,1,,1,,,,
2458,105,2020,5,15,Cypre River,28,coho,88,16,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2459,106,2020,5,23,Cypre River,1,coho,71,18,1,2,,,,,,,1,,,,,,,1,,,,,,,,1,,,,
2460,106,2020,5,23,Cypre River,2,coho,66,18,1,2,,,1,,,,,,,,,,,,,,,,,,,1,,,,
2461,106,2020,5,23,Cypre River,3,coho,95,18,3,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
2462,106,2020,5,23,Cypre River,4,coho,82,16,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,
2463,106,2020,5,23,Cypre River,5,coho,83,16,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2464,106,2020,5,23,Cypre River,6,coho,93,16,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2465,106,2020,5,23,Cypre River,7,chinook,55,11,1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,
2466,106,2020,5,23,Cypre River,8,chinook,54,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467,106,2020,5,23,Cypre River,9,chinook,52,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,106,2020,5,23,Cypre River,10,chinook,51,9,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,106,2020,5,23,Cypre River,11,chinook,51,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,106,2020,5,23,Cypre River,12,chinook,49,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,106,2020,5,23,Cypre River,13,chinook,49,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,106,2020,5,23,Cypre River,14,chinook,54,10,2,1,1,,,,,,1,,,,,,,2,,,,,,,,,,,,
2473,106,2020,5,23,Cypre River,15,chinook,54,10,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,106,2020,5,23,Cypre River,16,chinook,54,10,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,106,2020,5,23,Cypre River,17,chinook,59,11,6,5,,,,,,,,,,,,,,1,,,,,,,,,,,,
2476,106,2020,5,23,Cypre River,18,chinook,47,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,106,2020,5,23,Cypre River,19,chinook,52,10,3,3,,1,,,,,,,,,,,,,,,,,,,,,,,,
2478,106,2020,5,23,Cypre River,20,chinook,60,11,7,4,,1,,,,,,,,,,,,,,,,,,,,1,,,,
2479,106,2020,5,23,Cypre River,21,chinook,56,10,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,106,2020,5,23,Cypre River,22,chinook,59,11,7,4,,,,,,,,,,,,,,3,,,,,,,,,,,,
2481,106,2020,5,23,Cypre River,23,chinook,57,11,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,
